2022-04-09 18:03:53,945 INFO    wandb_internal:18842 [internal.py:wandb_internal():91] W&B internal server running at pid: 18842, started at: 2022-04-09 18:03:53.943037
2022-04-09 18:03:53,947 INFO    MainThread:18842 [wandb_init.py:init():423] backend started and connected
2022-04-09 18:03:53,947 DEBUG   MainThread:18842 [config_util.py:dict_from_config_file():101] no default config file found in config-defaults.yaml
2022-04-09 18:03:53,950 INFO    MainThread:18842 [wandb_run.py:_config_callback():787] config_cb None None {'batch_size': 32, 'dfeedforward': 1024, 'epochs': 40, 'nhead': 4, 'nlayers': 6}
2022-04-09 18:03:53,955 INFO    MainThread:18842 [wandb_init.py:init():465] updated telemetry
2022-04-09 18:03:53,956 INFO    MainThread:18842 [wandb_init.py:init():484] communicating current version
2022-04-09 18:03:53,957 DEBUG   SenderThread:18842 [sender.py:send():179] send: header
2022-04-09 18:03:53,957 DEBUG   HandlerThread:18842 [handler.py:handle_request():124] handle_request: check_version
2022-04-09 18:03:53,957 INFO    WriterThread:18842 [datastore.py:open_for_write():77] open: /home/ivlabs/context_enhancement/context_new/context_enhancement/wandb/run-20220409_180353-vjrenr4z/run-vjrenr4z.wandb
2022-04-09 18:03:53,958 DEBUG   SenderThread:18842 [sender.py:send_request():193] send_request: check_version
2022-04-09 18:03:54,486 INFO    MainThread:18842 [wandb_init.py:init():489] got version response upgrade_message: "wandb version 0.12.14 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2022-04-09 18:03:54,487 INFO    MainThread:18842 [wandb_init.py:init():497] communicating run to backend with 30 second timeout
2022-04-09 18:03:54,487 DEBUG   SenderThread:18842 [sender.py:send():179] send: run
2022-04-09 18:03:55,116 INFO    SenderThread:18842 [dir_watcher.py:__init__():168] watching files in: /home/ivlabs/context_enhancement/context_new/context_enhancement/wandb/run-20220409_180353-vjrenr4z/files
2022-04-09 18:03:55,117 INFO    SenderThread:18842 [sender.py:_start_run_threads():707] run started: vjrenr4z with start time 1649507633
2022-04-09 18:03:55,124 DEBUG   SenderThread:18842 [sender.py:send():179] send: summary
2022-04-09 18:03:55,128 INFO    MainThread:18842 [wandb_init.py:init():522] starting run threads in backend
2022-04-09 18:03:55,129 INFO    SenderThread:18842 [sender.py:_save_file():829] saving file wandb-summary.json with policy end
2022-04-09 18:03:55,130 DEBUG   HandlerThread:18842 [handler.py:handle_request():124] handle_request: run_start
2022-04-09 18:03:55,137 DEBUG   HandlerThread:18842 [meta.py:__init__():39] meta init
2022-04-09 18:03:55,137 DEBUG   HandlerThread:18842 [meta.py:__init__():53] meta init done
