2022-04-15 19:35:21,654 INFO    wandb_internal:6227 [internal.py:wandb_internal():91] W&B internal server running at pid: 6227, started at: 2022-04-15 19:35:21.641638
2022-04-15 19:35:21,661 INFO    MainThread:6227 [wandb_init.py:init():423] backend started and connected
2022-04-15 19:35:21,661 DEBUG   MainThread:6227 [config_util.py:dict_from_config_file():101] no default config file found in config-defaults.yaml
2022-04-15 19:35:21,663 INFO    MainThread:6227 [wandb_init.py:init():465] updated telemetry
2022-04-15 19:35:21,677 INFO    MainThread:6227 [wandb_init.py:init():484] communicating current version
2022-04-15 19:35:21,707 DEBUG   SenderThread:6227 [sender.py:send():179] send: header
2022-04-15 19:35:21,705 INFO    WriterThread:6227 [datastore.py:open_for_write():77] open: /home/ivlabs/context_enhancement/context_new/new/context_enhancement/wandb/run-20220415_193521-231emzap/run-231emzap.wandb
2022-04-15 19:35:21,707 DEBUG   HandlerThread:6227 [handler.py:handle_request():124] handle_request: check_version
2022-04-15 19:35:21,707 DEBUG   SenderThread:6227 [sender.py:send_request():193] send_request: check_version
2022-04-15 19:35:21,919 INFO    MainThread:6227 [wandb_init.py:init():489] got version response upgrade_message: "wandb version 0.12.14 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2022-04-15 19:35:21,919 INFO    MainThread:6227 [wandb_init.py:init():497] communicating run to backend with 30 second timeout
2022-04-15 19:35:21,929 DEBUG   SenderThread:6227 [sender.py:send():179] send: run
2022-04-15 19:35:22,542 INFO    MainThread:6227 [wandb_init.py:init():522] starting run threads in backend
2022-04-15 19:35:22,543 DEBUG   HandlerThread:6227 [handler.py:handle_request():124] handle_request: run_start
2022-04-15 19:35:22,557 DEBUG   HandlerThread:6227 [meta.py:__init__():39] meta init
2022-04-15 19:35:22,557 DEBUG   HandlerThread:6227 [meta.py:__init__():53] meta init done
2022-04-15 19:35:22,557 DEBUG   HandlerThread:6227 [meta.py:probe():210] probe
2022-04-15 19:35:22,564 DEBUG   HandlerThread:6227 [meta.py:_setup_git():200] setup git
2022-04-15 19:35:22,618 INFO    SenderThread:6227 [dir_watcher.py:__init__():168] watching files in: /home/ivlabs/context_enhancement/context_new/new/context_enhancement/wandb/run-20220415_193521-231emzap/files
2022-04-15 19:35:22,618 INFO    SenderThread:6227 [sender.py:_start_run_threads():707] run started: 231emzap with start time 1650031521
2022-04-15 19:35:22,618 DEBUG   SenderThread:6227 [sender.py:send():179] send: summary
2022-04-15 19:35:22,619 INFO    SenderThread:6227 [sender.py:_save_file():829] saving file wandb-summary.json with policy end
2022-04-15 19:35:22,641 DEBUG   HandlerThread:6227 [meta.py:_setup_git():207] setup git done
2022-04-15 19:35:22,641 DEBUG   HandlerThread:6227 [meta.py:_save_code():89] save code
2022-04-15 19:35:22,667 DEBUG   HandlerThread:6227 [meta.py:_save_code():110] save code done
2022-04-15 19:35:22,668 DEBUG   HandlerThread:6227 [meta.py:_save_patches():127] save patches
2022-04-15 19:35:22,900 DEBUG   HandlerThread:6227 [meta.py:_save_patches():169] save patches done
2022-04-15 19:35:22,900 DEBUG   HandlerThread:6227 [meta.py:_save_pip():57] save pip
2022-04-15 19:35:22,900 DEBUG   HandlerThread:6227 [meta.py:_save_pip():71] save pip done
2022-04-15 19:35:22,901 DEBUG   HandlerThread:6227 [meta.py:_save_conda():78] save conda
2022-04-15 19:35:23,604 INFO    Thread-12 :6227 [dir_watcher.py:_on_file_created():216] file/dir created: /home/ivlabs/context_enhancement/context_new/new/context_enhancement/wandb/run-20220415_193521-231emzap/files/code/train_translation.py
2022-04-15 19:35:23,604 INFO    Thread-12 :6227 [dir_watcher.py:_on_file_created():216] file/dir created: /home/ivlabs/context_enhancement/context_new/new/context_enhancement/wandb/run-20220415_193521-231emzap/files/conda-environment.yaml
2022-04-15 19:35:23,604 INFO    Thread-12 :6227 [dir_watcher.py:_on_file_created():216] file/dir created: /home/ivlabs/context_enhancement/context_new/new/context_enhancement/wandb/run-20220415_193521-231emzap/files/requirements.txt
2022-04-15 19:35:23,604 INFO    Thread-12 :6227 [dir_watcher.py:_on_file_created():216] file/dir created: /home/ivlabs/context_enhancement/context_new/new/context_enhancement/wandb/run-20220415_193521-231emzap/files/diff.patch
2022-04-15 19:35:23,604 INFO    Thread-12 :6227 [dir_watcher.py:_on_file_created():216] file/dir created: /home/ivlabs/context_enhancement/context_new/new/context_enhancement/wandb/run-20220415_193521-231emzap/files/wandb-summary.json
2022-04-15 19:35:23,605 INFO    Thread-12 :6227 [dir_watcher.py:_on_file_created():216] file/dir created: /home/ivlabs/context_enhancement/context_new/new/context_enhancement/wandb/run-20220415_193521-231emzap/files/code
2022-04-15 19:35:26,867 DEBUG   HandlerThread:6227 [meta.py:_save_conda():86] save conda done
2022-04-15 19:35:26,867 DEBUG   HandlerThread:6227 [meta.py:probe():252] probe done
2022-04-15 19:35:26,874 DEBUG   SenderThread:6227 [sender.py:send():179] send: files
2022-04-15 19:35:26,874 INFO    SenderThread:6227 [sender.py:_save_file():829] saving file wandb-metadata.json with policy now
2022-04-15 19:35:26,875 INFO    SenderThread:6227 [sender.py:_save_file():829] saving file code/train_translation.py with policy now
2022-04-15 19:35:26,875 INFO    SenderThread:6227 [sender.py:_save_file():829] saving file diff.patch with policy now
2022-04-15 19:35:26,897 DEBUG   HandlerThread:6227 [handler.py:handle_request():124] handle_request: stop_status
2022-04-15 19:35:26,897 DEBUG   SenderThread:6227 [sender.py:send_request():193] send_request: stop_status
2022-04-15 19:35:26,909 INFO    MainThread:6227 [wandb_run.py:_console_start():1538] atexit reg
2022-04-15 19:35:26,913 INFO    MainThread:6227 [wandb_run.py:_redirect():1412] redirect: SettingsConsole.WRAP
2022-04-15 19:35:26,913 INFO    MainThread:6227 [wandb_run.py:_redirect():1449] Wrapping output streams.
2022-04-15 19:35:26,967 INFO    MainThread:6227 [wandb_run.py:_redirect():1473] Redirects installed.
2022-04-15 19:35:26,967 INFO    MainThread:6227 [wandb_init.py:init():547] run started, returning control to user process
